                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.45797,                0.31766,                0.85504,                0.71695,                0.53171,                0.64533,                0.45152,                 1.3152,                 2.3095,                 1.3229,              0.0027235,              0.0027235,              0.0027235
                    149,                 0.4588,                0.32457,                0.85673,                0.77185,                0.58824,                0.65862,                0.48059,                 1.2097,                 1.9351,                  1.238,               0.002674,               0.002674,               0.002674
                    150,                0.44729,                 0.3119,                0.85165,                0.76312,                 0.5938,                0.66939,                0.48266,                  1.222,                 1.9254,                 1.2501,              0.0026245,              0.0026245,              0.0026245
                    151,                0.46897,                0.32625,                0.86306,                0.75472,                0.57646,                0.65286,                0.47456,                 1.2276,                 1.9904,                 1.2595,               0.002575,               0.002575,               0.002575
                    152,                0.46314,                0.31876,                0.86578,                0.76442,                  0.569,                0.63952,                0.46908,                 1.2371,                 1.9557,                 1.2665,              0.0025255,              0.0025255,              0.0025255
                    153,                0.45647,                0.32023,                 0.8631,                0.73251,                0.58098,                0.65264,                0.47484,                 1.1993,                 1.8393,                 1.2544,               0.002476,               0.002476,               0.002476
                    154,                0.45665,                0.31805,                0.85532,                0.75473,                0.53342,                0.64748,                0.47483,                 1.1979,                 2.1223,                 1.2485,              0.0024265,              0.0024265,              0.0024265
                    155,                0.44628,                0.31323,                0.85422,                0.76472,                0.57815,                0.66398,                0.47387,                 1.2144,                 2.1496,                 1.2557,               0.002377,               0.002377,               0.002377
                    156,                 0.4556,                0.32053,                 0.8581,                0.78854,                0.59675,                0.67944,                0.48992,                 1.1747,                 1.9223,                 1.2473,              0.0023275,              0.0023275,              0.0023275
                    157,                0.44368,                0.30933,                0.85401,                0.75723,                0.60758,                0.67997,                  0.486,                 1.2279,                 1.9702,                 1.2728,               0.002278,               0.002278,               0.002278
                    158,                0.45484,                0.31239,                0.85921,                0.71081,                0.59285,                0.67067,                0.49048,                 1.2309,                 1.9539,                 1.2883,              0.0022285,              0.0022285,              0.0022285
                    159,                0.44603,                0.31169,                  0.853,                0.73714,                0.59559,                0.66367,                0.49236,                 1.2021,                 1.9641,                 1.2472,               0.002179,               0.002179,               0.002179
                    160,                0.46467,                 0.3133,                0.87091,                0.71062,                0.56188,                0.68337,                0.48781,                 1.2354,                 2.0287,                 1.2658,              0.0021295,              0.0021295,              0.0021295
                    161,                0.45385,                  0.312,                0.86344,                0.69298,                0.60842,                0.67002,                0.48594,                 1.1876,                 1.8084,                 1.2407,                0.00208,                0.00208,                0.00208
                    162,                0.43734,                0.30559,                0.85905,                0.75511,                0.62783,                0.70078,                0.50093,                 1.1886,                 1.7403,                 1.2474,              0.0020305,              0.0020305,              0.0020305
                    163,                0.43964,                0.30758,                0.85653,                0.76293,                0.58739,                0.68693,                0.49404,                 1.2057,                 1.8376,                 1.2587,               0.001981,               0.001981,               0.001981
                    164,                0.43078,                0.30323,                0.85302,                0.68436,                0.54233,                0.65556,                0.48459,                 1.2366,                 2.0833,                 1.2857,              0.0019315,              0.0019315,              0.0019315
                    165,                0.44725,                0.30626,                0.85946,                0.71486,                0.54233,                0.64472,                0.45989,                 1.2688,                  2.135,                 1.2857,               0.001882,               0.001882,               0.001882
                    166,                0.43649,                0.30198,                0.85241,                0.77264,                0.60021,                0.70581,                0.50771,                 1.1945,                 1.8752,                 1.2427,              0.0018325,              0.0018325,              0.0018325
                    167,                0.43328,                0.30358,                0.85078,                0.80208,                  0.616,                0.69653,                0.49148,                 1.2054,                 1.8746,                 1.2442,               0.001783,               0.001783,               0.001783
                    168,                0.43027,                0.29538,                0.84624,                0.74914,                0.54695,                0.67073,                0.46111,                  1.236,                 2.0784,                  1.265,              0.0017335,              0.0017335,              0.0017335
                    169,                0.42355,                0.29329,                0.84492,                   0.77,                0.51443,                0.67044,                0.47436,                 1.2892,                 2.2039,                 1.2852,               0.001684,               0.001684,               0.001684
                    170,                0.42294,                0.29484,                0.85444,                 0.8001,                0.56259,                0.66766,                0.47429,                 1.2889,                 2.0485,                 1.2818,              0.0016345,              0.0016345,              0.0016345
                    171,                0.42519,                0.29108,                0.85004,                0.75424,                 0.5855,                0.67661,                0.48281,                 1.2218,                 1.9725,                 1.2314,               0.001585,               0.001585,               0.001585
                    172,                 0.4202,                0.28827,                0.85459,                0.75051,                0.58918,                0.66284,                 0.4753,                 1.2001,                 1.9976,                 1.2327,              0.0015355,              0.0015355,              0.0015355
                    173,                0.42023,                0.28983,                0.84882,                0.74395,                0.53318,                0.64499,                0.47299,                 1.2326,                 2.1697,                 1.2618,               0.001486,               0.001486,               0.001486
                    174,                0.42226,                0.29689,                0.85693,                0.71155,                0.52856,                 0.6213,                0.45287,                 1.2531,                  2.266,                 1.2517,              0.0014365,              0.0014365,              0.0014365
                    175,                0.42369,                0.29544,                0.85379,                0.74445,                0.56152,                0.63707,                0.46639,                  1.199,                 2.1005,                 1.2291,               0.001387,               0.001387,               0.001387
                    176,                0.41714,                0.29125,                0.84579,                0.73005,                0.56548,                 0.6406,                0.47402,                 1.2093,                 2.0489,                 1.2474,              0.0013375,              0.0013375,              0.0013375
                    177,                0.41426,                0.28947,                 0.8497,                0.76907,                 0.5536,                0.64987,                0.46395,                 1.2275,                 2.1357,                 1.2555,               0.001288,               0.001288,               0.001288
                    178,                   0.42,                0.28597,                0.85651,                 0.7745,                0.55946,                0.66238,                0.48674,                 1.2014,                 2.0987,                 1.2473,              0.0012385,              0.0012385,              0.0012385
                    179,                0.42414,                0.28723,                0.86607,                 0.7252,                0.55977,                0.65027,                0.47379,                   1.21,                 2.1367,                 1.2463,               0.001189,               0.001189,               0.001189
                    180,                0.41952,                0.28826,                0.85475,                  0.737,                0.54874,                 0.6373,                0.46572,                 1.2192,                 2.1595,                 1.2417,              0.0011395,              0.0011395,              0.0011395
                    181,                0.39669,                0.27509,                0.84404,                0.71426,                0.55016,                0.60525,                0.45472,                 1.2066,                 2.1288,                 1.2401,                0.00109,                0.00109,                0.00109
                    182,                0.40829,                0.28338,                0.85031,                0.63591,                0.53041,                0.60814,                0.45268,                  1.233,                 2.2811,                 1.2516,              0.0010405,              0.0010405,              0.0010405
                    183,                0.40549,                0.28063,                0.84222,                0.67496,                0.54779,                0.59982,                0.44092,                 1.2328,                 2.3346,                 1.2598,               0.000991,               0.000991,               0.000991
                    184,                0.40457,                0.28131,                0.85294,                0.70837,                 0.5625,                0.60686,                0.42668,                 1.2247,                   2.26,                 1.2606,              0.0009415,              0.0009415,              0.0009415
                    185,                0.40695,                 0.2844,                0.85088,                0.67015,                0.53497,                 0.6281,                0.46263,                 1.1791,                 2.1677,                 1.2366,               0.000892,               0.000892,               0.000892
                    186,                0.41188,                 0.2843,                0.84533,                0.72162,                0.52506,                0.65089,                0.47629,                 1.1868,                 2.2177,                 1.2408,              0.0008425,              0.0008425,              0.0008425
                    187,                0.40715,                  0.282,                0.85391,                0.69926,                0.53865,                0.64222,                0.47643,                 1.1819,                 2.1829,                 1.2455,               0.000793,               0.000793,               0.000793
                    188,                0.39944,                0.28064,                 0.8431,                0.72384,                0.54874,                0.65366,                0.48046,                 1.1793,                 2.1418,                  1.248,              0.0007435,              0.0007435,              0.0007435
                    189,                0.40061,                0.28063,                 0.8422,                0.73418,                0.53757,                0.64749,                0.47751,                 1.1843,                 2.2013,                 1.2451,               0.000694,               0.000694,               0.000694
                    190,                0.39045,                0.27653,                0.83696,                0.73875,                0.51753,                0.64968,                0.47424,                 1.1845,                 2.2195,                 1.2446,              0.0006445,              0.0006445,              0.0006445
                    191,                0.39645,                0.27091,                0.85443,                0.77928,                0.52394,                0.65834,                0.48366,                 1.1904,                 2.1806,                 1.2416,               0.000595,               0.000595,               0.000595
                    192,                0.41455,                0.28645,                0.84956,                0.75984,                0.53434,                0.66706,                0.49245,                   1.19,                 2.1936,                  1.231,              0.0005455,              0.0005455,              0.0005455
